Employee #,Filled Position Description,Filled FTE Percent,Current Salary
3717,PW DEV MGR 2-18, 	1.00 ," 	93,391 "
1414,PRINICPAL ENGR 2-18, 	1.00 ," 	115,857 "
5490,S/D MAINT TECH 1, 	1.00 ," 	59,738 "
3774,CONSTRUCTION SUPV-18, 	1.00 ," 	87,572 "
11812,PROGRAM ASST 1-20, 	1.00 ," 	48,444 "
2010,ENGR PROG SPEC 1-16, 	1.00 ," 	71,807 "
VACANT,VACANT,VACANT,VACANT
2606,PROGRAM ASST 2-20, 	1.00 ," 	57,334 "
1694,SSMO 3-15, 	1.00 ," 	64,958 "
1862,ENGR FIELD AIDE-15, 	1.00 ," 	64,378 "
1089,SSMO 3-15, 	1.00 ," 	64,958 "
1006,ASST CITY ENGINEER-18, 	1.00 ," 	128,203 "
1200,PROGRAM ASST 2-20, 	1.00 ," 	61,231 "
3219,S/D MAINT TECH 1, 	1.00 ," 	63,798 "
1744,SSMO 1-15, 	1.00 ," 	57,584 "
1993,CONSTRUCT INSP 2-15, 	1.00 ," 	75,110 "
3189,S/D MAINT TECH 1, 	1.00 ," 	64,378 "
1961,ENGR OPR LDWKR 2-15, 	1.00 ," 	66,683 "
3573,S/D MAINT TECH 1, 	1.00 ," 	64,958 "
3156,SSMO 1-15, 	1.00 ," 	58,641 "
1550,ASST CITY ENGINEER-18, 	1.00 ," 	128,203 "
3394,SURVEYOR 2-18, 	1.00 ," 	83,425 "
1923,IT SPEC 3-18, 	1.00 ," 	89,214 "
1822,CONSTRUCT INSP 2-15, 	1.00 ," 	70,330 "
3450,SURVEYOR 1-15, 	1.00 ," 	76,170 "
1388,SSMO 1-15, 	1.00 ," 	58,641 "
3953,PROGRAM ASST 3-20, 	1.00 ," 	63,545 "
3216,CONSTRUCT INSP 2-15, 	1.00 ," 	76,476 "
3724,CONSTRUCT INSP 2-15, 	1.00 ," 	75,793 "
2643,FLEET TECH-15, 	1.00 ," 	72,644 "
2819,AUTO MAINT WKR 2-15, 	1.00 ," 	59,460 "
11562,FLEET TECH-15, 	1.00 ," 	53,830 "
10446,FLEET TECH-15, 	1.00 ," 	55,698 "
2425,OPERATIONS CLERK-15, 	1.00 ," 	63,220 "
2524,FLEET TECH-15, 	1.00 ," 	63,851 "
2441,FLEET OPER MGR-18, 	1.00 ," 	88,368 "
1789,WELDER-15, 	1.00 ," 	70,457 "
1343,ADMIN ASST-17, 	1.00 ," 	66,175 "
1983,FLEET TECH-15, 	1.00 ," 	62,044 "
11787,FLEET TECH-15, 	1.00 ," 	52,132 "
11920,PUB WKS GEN FORE-18, 	1.00 ," 	66,487 "
2654,FLEET PARTS TECH-15, 	1.00 ," 	60,962 "
10246,FLEET TECH-15, 	1.00 ," 	55,698 "
5670,FLEET MAINT PROG ADMIN-15, 	1.00 ," 	66,517 "
2105,PUB WKS GEN FORE-18, 	1.00 ," 	80,469 "
3921,FLEET TECH-15, 	1.00 ," 	72,644 "
2447,FLEET PARTS TECH-15, 	1.00 ," 	62,655 "
2341,FLEET TECH-15, 	1.00 ," 	71,989 "
VACANT,VACANT,VACANT,VACANT
11613,FLEET TECH-15, 	1.00 ," 	52,132 "
3720,MASTER AUTO BODY TEC-15, 	1.00 ," 	67,941 "
1313,FLEET TECH-15, 	1.00 ," 	73,298 "
2451,FLEET TECH-15, 	1.00 ," 	65,055 "
2721,FLEET TECH-15, 	1.00 ," 	65,658 "
VACANT,VACANT,VACANT,VACANT
1755,FLEET TECH-15, 	1.00 ," 	65,055 "
3854,FLEET TECH-15, 	1.00 ," 	67,465 "
10208,FLEET TECH-15, 	1.00 ," 	55,698 "
11600,FLEET TECH-15, 	1.00 ," 	53,830 "
10642,FLEET SERVS SUPT-21, 	1.00 ," 	125,223 "
9195,FLEET PARTS TECH-15, 	1.00 ," 	52,132 "
9313,FLEET TECH-15, 	1.00 ," 	55,698 "
2480,ACCT TECH 2-20, 	1.00 ," 	60,303 "
2590,SIGN PAINTER-16, 	1.00 ," 	67,933 "
3446,TRAFF SIG ELECTR 2-16, 	1.00 ," 	75,989 "
2878,TRAFF SIG ELECTR 1-16, 	1.00 ," 	64,782 "
VACANT,VACANT,VACANT,VACANT
3136,CITY TRAFFIC ENGR-21, 	1.00 ," 	140,000 "
1839,TRAFF SIG ELECTR 1-16, 	1.00 ," 	64,782 "
1259,ENGR PROG SPEC 1-16, 	1.00 ," 	77,384 "
3497,STOREKEEPER-16, 	1.00 ," 	64,365 "
VACANT,VACANT,VACANT,VACANT
2820,TRAFF OPER LDWKR-16, 	1.00 ," 	69,954 "
7782,TRAFF CONT MAINT WKR-16, 	1.00 ," 	52,979 "
1602,TRAFF OPER MGR-18, 	1.00 ," 	106,396 "
3204,COMMUNIC TECH 2-16, 	1.00 ," 	78,081 "
3060,TRAFF OPER LDWKR-16, 	1.00 ," 	68,658 "
1055,TRANSP OPNS ANAL-18, 	1.00 ," 	89,214 "
12638,COMMUNIC TECH 1-16, 	1.00 ," 	55,876 "
1648,TRAFF ENGR 2-18, 	1.00 ," 	96,138 "
3937,COMP MAP/GIS COORD-18, 	1.00 ," 	101,516 "
12499,COMMUNIC TECH 1-16, 	1.00 ," 	55,876 "
11402,TRAFF SIG MAINT WKR-16, 	1.00 ," 	52,979 "
5916,TRAFF SIG MAINT WKR-16, 	1.00 ," 	59,193 "
VACANT,VACANT,VACANT,VACANT
2217,COMMUNIC TECH 1-16, 	1.00 ," 	67,927 "
10905,TRAFF OPER SUPV, 	1.00 ," 	83,377 "
3659,COM OPER LDWKR-16, 	1.00 ," 	72,468 "
3525,TRAFF SIG ELECTR 1-16, 	1.00 ," 	69,814 "
3711,PROGRAM ASST 1-20, 	1.00 ," 	59,648 "
8980,COMMUNIC TECH 1-16, 	1.00 ," 	60,654 "
10719,MAINT MECH 1-16, 	1.00 ," 	54,427 "
VACANT,VACANT,VACANT,VACANT
3345,MAINT PAINTER-16, 	1.00 ," 	67,326 "
7536,ENGINEER 1-18, 	1.00 ," 	69,376 "
5785,COMMUNIC OPER SUPV-18, 	1.00 ," 	85,045 "
11553,ENGINEER 1-18, 	1.00 ," 	58,921 "
6348,ENGR PROG SPEC 1-16, 	1.00 ," 	69,164 "
8034,ENGINEER 2-18, 	1.00 ," 	72,495 "
1710,PROGRAM ASST 1-20, 	1.00 ," 	59,648 "
2214,TRAFF SYS/NET SPEC, 	1.00 ," 	89,325 "
2611,COMMUNICATION WKR-16, 	1.00 ," 	64,365 "
6336,TRAFF SIG MAINT WKR-16, 	1.00 ," 	59,193 "
2235,TRAFF SIG MAINT WKR-16, 	1.00 ," 	60,917 "
3187,TRAFF SIG ELECTR 2-16, 	1.00 ," 	77,384 "
9555,TRAFF CONT MAINT WKR-16, 	1.00 ," 	52,979 "
3569,TRAFF ENGR 4-18, 	1.00 ," 	115,701 "
10748,SIGN PAINTER-16, 	1.00 ," 	55,876 "
2047,MAINT PAINTER-16, 	1.00 ," 	62,474 "
1570,TRAFF CONT MAINT WKR-16, 	1.00 ," 	59,229 "
3289,TRAFF CONT MAINT WKR-16, 	1.00 ," 	57,553 "
8023,PKG COMM OUTREACH SPEC-18, 	1.00 ," 	58,921 "
2428,PKG SERVICE WKR-16, 	1.00 ," 	59,337 "
2122,PKG EQUIP MECH-16, 	1.00 ," 	62,023 "
2367,PKG CASHIER-16, 	1.00 ," 	49,950 "
1595,PKG CASHIER-16 PT, 	0.80 ," 	39,604 "
VACANT,VACANT,VACANT,VACANT
9396,PKG ANALYST-18, 	1.00 ," 	72,495 "
2990,PKG CASHIER-16 PT, 	0.70 ," 	32,156 "
7920,PKG CASHIER-16 PT, 	0.90 ," 	38,341 "
2187,MAINT ELECTR 1-16, 	1.00 ," 	64,539 "
2198,PKG MAINT WKR 1-16, 	1.00 ," 	54,569 "
9077,PKG MAINT WKR 1-16, 	1.00 ," 	51,534 "
VACANT,VACANT,VACANT,VACANT
1427,PKG CASHIER-16 PT, 	0.80 ," 	39,604 "
1463,ASST PKG UTIL MGR-18, 	1.00 ," 	111,494 "
2806,PKG EQUIP MECH-16, 	1.00 ," 	57,553 "
3001,PKG SERVICE WKR-16, 	1.00 ," 	58,807 "
2989,PKG CASHIER-16 PT, 	0.85 ," 	40,184 "
4137,PKG CASHIER-16 PT, 	0.55 ," 	27,473 "
3472,ENGINEER 4-18, 	1.00 ," 	101,632 "
2835,PKG CASHIER-16 PT, 	0.80 ," 	37,820 "
VACANT,VACANT,VACANT,VACANT
2271,PKG MAINT WKR 1-16, 	1.00 ," 	60,958 "
3488,PKG CASHIER-16 PT, 	0.70 ," 	33,092 "
3516,PKG SERVICE WKR-16, 	1.00 ," 	59,337 "
2620,PKG MAINT WKR 1-16, 	1.00 ," 	60,958 "
6342,PKG CASHIER-16 PT, 	0.80 ," 	34,081 "
2683,PKG REVENUE SUPV-18, 	1.00 ," 	77,701 "
3820,PKG OPER ASST-20, 	1.00 ," 	64,117 "
1126,PKG REVENUE LDWKR-16 PT, 	0.90 ," 	56,377 "
2808,PKG MAINT SUPV-18, 	1.00 ," 	77,701 "
2641,PKG TECH AIDE-16, 	1.00 ," 	64,365 "
2459,PKG CASHIER-16, 	1.00 ," 	49,950 "
3982,PKG REVENUE LDWKR-16, 	1.00 ," 	62,066 "
2517,PROGRAM ASST 1-20, 	1.00 ," 	59,648 "
2005,PKG CASHIER-16 PT, 	0.60 ," 	29,970 "
VACANT,VACANT,VACANT,VACANT
2435,PKG OPER SUPV, 	1.00 ," 	89,164 "
1535,PKG CASHIER-16, 	1.00 ," 	49,505 "
VACANT,VACANT,VACANT,VACANT
2469,PKS GEN SUPV-18, 	1.00 ," 	73,801 "
3581,PKS MAINT WKR-16, 	1.00 ," 	57,692 "
2731,ENGINEER 2-18, 	1.00 ," 	80,391 "
3098,PKS EQUIP MECH 1-16, 	1.00 ," 	64,294 "
2790,PLUMBER-71, 	1.00 ," 	74,835 "
10454,ARBORIST 1-16, 	1.00 ," 	49,921 "
3413,PKS EQUIP MECH 1-16, 	1.00 ," 	67,326 "
1592,FORESTRY SPEC-16, 	1.00 ," 	72,545 "
3646,ARBORIST 1-16, 	1.00 ," 	60,347 "
3237,CITY FORESTER-18, 	1.00 ," 	96,969 "
10784,ARBORIST 1-16, 	1.00 ," 	51,534 "
3097,PKS MAINT WKR-16, 	1.00 ," 	63,123 "
1798,PKS MAINT WKR-16, 	1.00 ," 	60,958 "
3723,CARPENTER-71, 	1.00 ," 	71,139 "
5305,PKS MAINT WKR-16, 	1.00 ," 	54,569 "
2661,PKS MAINT WKR-16, 	1.00 ," 	60,958 "
2813,PUB WKS LEADWKR-16, 	1.00 ," 	65,826 "
3765,PKS MAINT WKR-16, 	1.00 ," 	59,325 "
2211,TREE TRIMMER FORE-18, 	1.00 ," 	74,466 "
5793,PKS MAINT WKR-16, 	1.00 ," 	52,979 "
3028,PROGRAM ASST 2-20, 	1.00 ," 	62,344 "
3299,PKS MAINT WKR-16, 	1.00 ," 	57,692 "
5784,CARPENTER-71, 	1.00 ," 	65,422 "
1290,ARBORIST 1-16, 	1.00 ," 	57,553 "
3362,HORTICULTURE SUPV-18, 	1.00 ," 	84,942 "
VACANT,VACANT,VACANT,VACANT
2604,PKS MAINT MECHANIC-16, 	1.00 ," 	70,443 "
7811,ARBORIST 1-16, 	1.00 ," 	55,876 "
7842,PROGRAM ASST 1-20, 	1.00 ," 	54,225 "
3621,SURVEYOR 2-18, 	1.00 ," 	80,391 "
3762,PKS MAINT WKR-16, 	1.00 ," 	60,414 "
2153,PKS EQUIP MECH 1-16, 	1.00 ," 	62,474 "
7810,ARBORIST 1-16, 	1.00 ," 	55,876 "
3338,PKS GEN SUPV-18, 	1.00 ," 	73,538 "
2023,CONSERVATION TECH-16, 	1.00 ," 	60,536 "
2616,ADMIN ASST-20, 	1.00 ," 	65,572 "
9556,GARDENER-16, 	1.00 ," 	51,534 "
3824,EQPT OPR 3-16, 	1.00 ," 	65,826 "
3635,ARBORIST 1-16, 	1.00 ," 	60,347 "
9175,CONS RESOURCE SUPV-18, 	1.00 ," 	72,495 "
1799,ARBORIST 2-16, 	1.00 ," 	64,650 "
2446,TREE TRIMMER FORE-18, 	1.00 ," 	73,801 "
1412,ARBORIST 2-16, 	1.00 ," 	65,238 "
1392,EQPT OPR 2-16, 	1.00 ," 	62,581 "
10796,ACCT CLERK 3-20, 	1.00 ," 	49,637 "
2371,GARDENER-LEAD-16, 	1.00 ," 	65,238 "
1811,PKS MAINT WKR-16, 	1.00 ," 	60,414 "
1967,ARBORIST 2-16, 	1.00 ," 	65,826 "
1838,ADMIN CLK 1-20, 	1.00 ," 	55,449 "
2889,PUB WKS LEADWKR-16, 	1.00 ," 	60,958 "
7814,ARBORIST 1-16, 	1.00 ," 	54,427 "
3300,ARBORIST 1-16, 	1.00 ," 	59,229 "
11561,PROGRAM ASST 1-20, 	1.00 ," 	49,637 "
9038,PKS MAINT WKR-16, 	1.00 ," 	52,979 "
3617,EQPT OPR 3-16, 	1.00 ," 	65,826 "
6437,RECR SERVS COORD-18, 	1.00 ," 	77,358 "
3211,EQPT OPR 3-16, 	1.00 ," 	65,238 "
1762,PROGRAM ASST 3-17, 	1.00 ," 	61,105 "
3615,PROGRAM ASST 1-20 PT, 	0.80 ," 	48,586 "
2117,ARBORIST 1-16, 	1.00 ," 	62,581 "
10616,PKS MAINT WKR-16, 	1.00 ," 	48,723 "
3162,FACILITY MAINT WKR-16, 	1.00 ," 	60,414 "
3963,GARDENER-16  PT, 	0.50 ," 	29,663 "
VACANT,VACANT,VACANT,VACANT
2115,PKS MAINT WKR-16, 	1.00 ," 	57,692 "
3293,LANDSCAPE ARCHITECT 4-18, 	1.00 ," 	94,307 "
3268,FORESTRY OPR SUPV-18, 	1.00 ," 	81,908 "
10395,PKS MAINT WKR-16, 	1.00 ," 	48,723 "
2124,ELECTRICIAN FOREPERS-71, 	1.00 ," 	78,187 "
1765,MAINT MECH 1-16, 	1.00 ," 	66,720 "
10452,PKS MAINT WKR-16, 	1.00 ," 	48,723 "
3794,FORESTRY SPEC-16, 	1.00 ," 	64,539 "
3302,ARBORIST 2-16, 	1.00 ," 	62,299 "
1896,WELDER-16, 	1.00 ," 	70,443 "
VACANT,VACANT,VACANT,VACANT
1446,OLBR FAC/VOL COORD-18, 	1.00 ," 	67,318 "
3427,PKS OPR LDWKR-16, 	1.00 ," 	62,474 "
5969,ADMIN CLK 1-20, 	1.00 ," 	46,856 "
3633,LANDSCAPE CONSTR SUP-18, 	1.00 ," 	79,633 "
3667,EQPT OPR 3-16, 	1.00 ," 	65,238 "
1019,CONSERVATION TECH-16, 	1.00 ," 	60,536 "
8039,ARBORIST 1-16, 	1.00 ," 	54,427 "
7386,PKS COM REL COORD-18, 	1.00 ," 	72,495 "
2979,BOTANICAL CENTER DIR-18, 	1.00 ," 	101,516 "
3089,PKS MAINT WKR-16, 	1.00 ," 	60,958 "
7659,PKS MAINT WKR-16, 	1.00 ," 	52,979 "
VACANT,VACANT,VACANT,VACANT
8116,PKS COMM SERVS MGR-18, 	1.00 ," 	91,560 "
2362,RECR SERVS COORD-18, 	1.00 ," 	78,116 "
3243,PKS FAC/MAINT SUPV-18, 	1.00 ," 	93,382 "
8315,PLAYGROUND TECH-16, 	1.00 ," 	60,654 "
8040,ARBORIST 1-16, 	1.00 ," 	54,427 "
3797,PKS MAINT WKR-16, 	1.00 ," 	56,060 "
5920,PKS MAINT WKR-16, 	1.00 ," 	48,723 "
2817,PKS EQUIP MECH 2-16, 	1.00 ," 	72,545 "
2223,CEMETERY OPRS LDWKR-16, 	1.00 ," 	64,782 "
4644,GOLF CLUB OPER SUPV 1, 	1.00 ," 	67,817 "
3589,PKS MAINT WKR-16, 	1.00 ," 	56,060 "
3541,PKS GEN SUPV-18, 	1.00 ," 	84,942 "
1157,PARKS SUPT-21, 	1.00 ," 	133,692 "
7671,ARBORIST 1-16, 	1.00 ," 	51,534 "
1631,GREENSKEEPER 3-16, 	1.00 ," 	68,556 "
5368,PKS MAINT WKR-16, 	1.00 ," 	52,979 "
11918,PKS OPER MGR-18, 	1.00 ," 	91,560 "
3997,PKS MAINT WKR-16, 	1.00 ," 	60,958 "
5500,PKS MAINT WKR-16, 	1.00 ," 	56,060 "
1088,GREENSKEEPER 1-16, 	1.00 ," 	62,299 "
8183,PUB WKS LEADWKR-16, 	1.00 ," 	55,876 "
2725,ARBORIST 2-16, 	1.00 ," 	65,238 "
1287,PKS MAINT MECHANIC-16, 	1.00 ," 	70,443 "
2038,ARBORIST 2-16, 	1.00 ," 	65,826 "
10320,ADMIN CLK 1-20 PT, 	0.60 ," 	29,066 "
7812,ARBORIST 1-16, 	1.00 ," 	55,876 "
8432,PKS PLAN/DEV MGR-18, 	1.00 ," 	95,769 "
2865,GREENSKEEPER 2-16, 	1.00 ," 	66,720 "
3764,EQPT OPR 3-16, 	1.00 ," 	64,650 "
3399,PKS MAINT MECHANIC-16, 	1.00 ," 	70,443 "
2266,PUB WKS LEADWKR-16, 	1.00 ," 	65,826 "
10743,HORTICULTURIST-16, 	1.00 ," 	58,546 "
2815,PKS MAINT WKR-16, 	1.00 ," 	56,060 "
2924,SMO 3-15, 	1.00 ," 	62,638 "
1783,SMO 1-15, 	1.00 ," 	59,169 "
3637,SMO 1-15, 	1.00 ," 	54,415 "
4568,SMO 1-15, 	1.00 ," 	50,429 "
1424,SMO 1-15, 	1.00 ," 	59,169 "
10768,SMO 1-15, 	1.00 ," 	46,686 "
3531,PUB WKS GEN FORE-18, 	1.00 ," 	80,469 "
3771,SSMW 2-15, 	1.00 ," 	61,526 "
2445,OPERATING MAINT WKR-15, 	1.00 ," 	64,378 "
3213,SMO 2-15, 	1.00 ," 	60,551 "
3175,SMO 1-15, 	1.00 ," 	58,641 "
2499,SMO 1-15, 	1.00 ," 	58,641 "
2498,SMO 1-15, 	1.00 ," 	59,169 "
9153,SMO 1-15, 	1.00 ," 	46,686 "
10752,SMO 1-15, 	1.00 ," 	46,686 "
1419,SMO 1-15, 	1.00 ," 	55,999 "
3660,PUB WKS GEN SUPV-18, 	1.00 ," 	92,549 "
3626,SMO 2-15, 	1.00 ," 	58,914 "
1781,SMO 2-15, 	1.00 ," 	60,551 "
11669,SMO 1-15, 	1.00 ," 	45,155 "
8694,SMO 1-15, 	1.00 ," 	48,728 "
2855,SMO 3-15, 	1.00 ," 	63,218 "
8543,SMO 1-15, 	1.00 ," 	46,686 "
1821,MAINT MECH 1-15, 	1.00 ," 	67,465 "
7660,SMO 1-15, 	1.00 ," 	48,728 "
3513,ADMIN CLK 1-20, 	1.00 ," 	56,990 "
3236,SMO 1-15, 	1.00 ," 	54,415 "
1761,SMO 1-15, 	1.00 ," 	57,056 "
10651,OPERATIONS CLERK-16, 	1.00 ," 	51,534 "
3836,SMO 1-15, 	1.00 ," 	57,584 "
3205,SMO 1-15, 	1.00 ," 	58,113 "
11667,SMO 1-15, 	1.00 ," 	45,155 "
1663,SMO 1-15, 	1.00 ," 	55,999 "
VACANT,VACANT,VACANT,VACANT
2843,SMO 3-15, 	1.00 ," 	64,378 "
1321,SMO 2-15, 	1.00 ," 	59,460 "
1050,SMO 2-15, 	1.00 ," 	58,914 "
1185,STS PUB INFO/REC, 	1.00 ," 	84,388 "
3404,STS GEN SUPV-18, 	1.00 ," 	83,425 "
4632,SMO 2-15, 	1.00 ," 	56,187 "
1671,SMO 1-15, 	1.00 ," 	45,155 "
2087,SMO 1-15, 	1.00 ," 	57,056 "
2097,SMO 3-15, 	1.00 ," 	64,378 "
9384,SMO 1-15, 	1.00 ," 	46,686 "
3461,OPERATING MAINT WKR-15, 	1.00 ," 	59,738 "
8544,SMO 1-15, 	1.00 ," 	48,728 "
2572,SMO 1-15, 	1.00 ," 	59,169 "
VACANT,VACANT,VACANT,VACANT
2518,SMO 3-15, 	1.00 ," 	63,218 "
11687,SMO 1-15, 	1.00 ," 	45,155 "
1033,SMO 2-15, 	1.00 ," 	61,096 "
1493,STREETS SUPT-21, 	1.00 ," 	125,000 "
10358,SMO 1-15, 	1.00 ," 	46,686 "
VACANT,VACANT,VACANT,VACANT
3731,SMO 3-15, 	1.00 ," 	64,378 "
2902,PUB WKS GEN FORE-18, 	1.00 ," 	78,294 "
2651,SMO 1-15, 	1.00 ," 	59,169 "
8545,SMO 1-15, 	1.00 ," 	48,728 "
3837,OPERATING ASST-15, 	1.00 ," 	67,941 "
2245,STS GEN SUPV-18, 	1.00 ," 	83,425 "
2884,STS OPER ANAL-18, 	1.00 ," 	85,878 "
2308,SMO 1-15, 	1.00 ," 	57,056 "
1627,STS GEN SUPV-18, 	1.00 ," 	71,457 "
2287,SMO 1-15, 	1.00 ," 	55,999 "
VACANT,VACANT,VACANT,VACANT
3167,SMO 3-15, 	1.00 ," 	64,958 "
2834,SSMW 1-15, 	1.00 ," 	52,634 "
2511,SSMW 2-15, 	1.00 ," 	58,140 "
7551,SMO 1-15, 	1.00 ," 	48,728 "
3319,SSMW 2-15, 	1.00 ," 	61,526 "
3784,OPERATING MAINT WKR-15, 	1.00 ," 	63,218 "
2230,SMO 1-15, 	1.00 ," 	46,686 "
VACANT,VACANT,VACANT,VACANT
1787,SMO 3-15, 	1.00 ," 	64,378 "
1874,SMO 1-15, 	1.00 ," 	55,999 "
11750,SMO 1-15, 	1.00 ," 	45,155 "
3583,SMO 1-15, 	1.00 ," 	58,641 "
7543,SMO 2-15, 	1.00 ," 	54,550 "
7545,SMO 1-15, 	1.00 ," 	50,429 "
10750,SMO 1-15, 	1.00 ," 	46,686 "
2018,SMO 1-15, 	1.00 ," 	58,641 "
3644,PUB WKS FORE-18, 	1.00 ," 	60,786 "
1640,PUB WKS FORE-18, 	1.00 ," 	59,271 "
1173,SMO 3-15, 	1.00 ," 	59,738 "
11955,SSMW 2-15, 	1.00 ," 	48,728 "
5022,SMO 1-15, 	1.00 ," 	54,415 "
3597,SMO 2-15, 	1.00 ," 	60,005 "
3604,SMO 2-15, 	1.00 ," 	60,005 "
11690,SMO 1-15, 	1.00 ," 	45,155 "
2303,STS GEN SUPV-18, 	1.00 ," 	84,942 "
2931,SMO 1-15, 	1.00 ," 	55,999 "
5433,SMO 2-15, 	1.00 ," 	54,550 "
1724,SSMW 2-15, 	1.00 ," 	62,655 "
3227,SMO 2-15, 	1.00 ," 	60,551 "
5366,SMO 1-15, 	1.00 ," 	54,415 "
4854,SMO 1-15, 	1.00 ," 	50,429 "
5503,OPERATING MAINT WKR-15, 	1.00 ," 	57,998 "
2630,OPERATIONS CLERK-16, 	1.00 ," 	56,060 "
3623,OPERATING MAINT WKR-15, 	1.00 ," 	63,798 "
4803,SMO 1-15, 	1.00 ," 	54,415 "
3825,SMO 2-15, 	1.00 ," 	56,187 "
10751,SMO 1-15, 	1.00 ," 	46,686 "
3475,SMO 1-15, 	1.00 ," 	54,415 "
3110,SMO 1-15, 	1.00 ," 	55,999 "
1049,ADMIN CLK 1-17, 	1.00 ," 	54,289 "
2602,SMO 2-15, 	1.00 ," 	59,460 "
3082,SMO 1-15, 	1.00 ," 	57,056 "
1778,SMO 1-15, 	1.00 ," 	54,415 "
9020,SMO 1-15, 	1.00 ," 	46,686 "
3564,SMO 1-15, 	1.00 ," 	58,641 "
2736,STS GEN SUPV-18, 	1.00 ," 	84,942 "
3755,ASST STREETS SUPER-18, 	1.00 ," 	117,805 "
1300,SSMW 2-15, 	1.00 ," 	59,833 "
7736,SMO 1-15, 	1.00 ," 	48,728 "
2016,SMO 1-15, 	1.00 ," 	54,415 "
11688,SMO 1-15, 	1.00 ," 	45,155 "
2528,SMO 1-15, 	1.00 ," 	58,113 "
1284,SMO 1-15, 	1.00 ," 	55,999 "
VACANT,VACANT,VACANT,VACANT
1779,SMO 1-15, 	1.00 ," 	59,169 "
4483,SMO 1-15, 	1.00 ," 	50,429 "
1585,SMO 1-15, 	1.00 ," 	57,584 "
VACANT,VACANT,VACANT,VACANT
5444,SMO 1-15, 	1.00 ," 	48,728 "
1563,SMO 3-15, 	1.00 ," 	64,958 "
2691,SMO 3-15, 	1.00 ," 	64,378 "
1591,SMO 3-15, 	1.00 ," 	64,378 "
2176,STS GEN SUPV-18, 	1.00 ," 	84,184 "
3481,SMO 1-15, 	1.00 ," 	54,415 "
2457,SMO 2-15, 	1.00 ," 	60,551 "
2991,PUB WKS GEN FORE-18, 	1.00 ," 	71,580 "
2419,ADMIN CLK 1-20, 	1.00 ," 	57,503 "
4121,SMO 1-15, 	1.00 ," 	57,056 "
3291,SMO 2-15, 	1.00 ," 	57,823 "
2672,PUB WKS GEN SUPV-18, 	1.00 ," 	93,382 "
VACANT,VACANT,VACANT,VACANT
1618,SMO 2-15, 	1.00 ," 	57,823 "
10624,SMO 1-15, 	1.00 ," 	45,155 "
1837,SMO 3-15, 	1.00 ," 	59,738 "
2538,SMO 1-15, 	1.00 ," 	58,641 "
2658,SMO 3-15, 	1.00 ," 	64,958 "
2050,SMO 1-15, 	1.00 ," 	55,999 "
4062,SMO 2-15, 	1.00 ," 	56,187 "
10623,SMO 1-15, 	1.00 ," 	45,155 "
2531,SMO 1-15, 	1.00 ," 	59,169 "
1626,STS GEN SUPV-18, 	1.00 ," 	79,633 "
2826,SMO 1-15, 	1.00 ," 	55,999 "
3016,SMO 1-15, 	1.00 ," 	57,584 "
2877,SMO 3-15, 	1.00 ," 	64,958 "
4013,SMO 1-15, 	1.00 ," 	58,641 "
2330,SMO 1-15, 	1.00 ," 	57,584 "
3375,SMO 3-15, 	1.00 ," 	64,958 "
3272,SMO 1-15, 	1.00 ," 	54,415 "
2732,SMO 2-15, 	1.00 ," 	60,551 "
3790,SMO 2-15, 	1.00 ," 	60,551 "
1757,MAINT MECH 1-15, 	1.00 ," 	67,465 "
3779,SMO 2-15, 	1.00 ," 	56,187 "
2921,SMO 2-15, 	1.00 ," 	58,914 "
1350,SMO 1-15, 	1.00 ," 	59,169 "
2626,SMO 1-15, 	1.00 ," 	59,169 "
2088,SMO 3-15, 	1.00 ," 	64,958 "
1883,SMO 2-15, 	1.00 ," 	56,187 "
3200,PUB WKS FORE-18, 	1.00 ," 	59,271 "
1776,SMO 1-15, 	1.00 ," 	58,113 "
1851,SMO 1-15, 	1.00 ," 	58,113 "
2062,MAINT MECH 2-16, 	1.00 ," 	70,602 "
2290,WATERWKS OPR 2-16, 	1.00 ," 	78,081 "
1841,WATERWKS OPR 1-16, 	1.00 ," 	62,299 "
1540,PUB WKS MAINT WKR 2-16, 	1.00 ," 	59,325 "
12540,WATER QUALITY SAMPLER 1-16, 	1.00 ," 	48,723 "
1610,MAINT MECH 1-16, 	1.00 ," 	66,720 "
5734,PROGRAM ASST 1-20, 	1.00 ," 	55,852 "
1026,WATER QUALITY MGR-18, 	1.00 ," 	106,396 "
2027,WATER UTIL MAINT SUPV-18, 	1.00 ," 	91,715 "
2891,WATERWKS OPR 2-16, 	1.00 ," 	70,602 "
11160,PUB WKS MAINT WKR 2-16, 	1.00 ," 	49,921 "
3595,ADMIN CLK 2-20, 	1.00 ," 	57,479 "
3793,WATERWKS OPR 2-16, 	1.00 ," 	70,602 "
2262,ELECTRICIAN FOREPERS-71, 	1.00 ," 	85,019 "
3260,WATERWKS OPR 1-16, 	1.00 ," 	64,063 "
3043,WATER UTIL OPER MGR-18, 	1.00 ," 	117,805 "
3778,MASTER MECHANIC-16, 	1.00 ," 	72,545 "
VACANT,VACANT,VACANT,VACANT
3609,PAINTER-71, 	1.00 ," 	61,012 "
3030,AUTO MECH-16, 	1.00 ," 	62,474 "
3230,DISPATCHER-16, 	1.00 ," 	60,905 "
2493,CROSS CONNECT CTRL INSPEC-16, 	1.00 ," 	75,207 "
1315,WATERWKS OPR 1-16, 	1.00 ," 	65,826 "
1955,WATERWKS OPR 2-16, 	1.00 ," 	78,081 "
