Employee #,Filled Position Description,Filled FTE Percent,Current Salary
1822,CONSTRUCT INSP 2, 	1.00 ," 	68,116 "
3450,SURVEYOR 1, 	1.00 ," 	73,772 "
1388,STR SEWER MACH OPR 1, 	1.00 ," 	56,795 "
3953,PROGRAM ASST 3, 	1.00 ," 	60,990 "
3216,CONSTRUCT INSP 2, 	1.00 ," 	74,068 "
3724,CONSTRUCT INSP 2, 	1.00 ," 	73,407 "
2643,FLEET TECH, 	1.00 ," 	70,357 "
2819,AUTO MAINT WKR 2, 	1.00 ," 	57,588 "
VACANT,VACANT,VACANT,VACANT
10446,FLEET TECH, 	1.00 ," 	52,136 "
2425,OPERATIONS CLERK, 	1.00 ," 	61,230 "
2524,FLEET TECH, 	1.00 ," 	61,841 "
1920,FLEET OPER MGR, 	1.00 ," 	91,338 "
1789,WELDER, 	1.00 ," 	68,240 "
1343,ADMIN ASST, 	1.00 ," 	64,092 "
1983,FLEET TECH, 	1.00 ," 	60,091 "
3490,FLEET TECH, 	1.00 ," 	70,991 "
2441,PUB WKS GEN FORE, 	1.00 ," 	77,936 "
2654,FLEET PARTS TECH, 	1.00 ," 	59,043 "
10246,FLEET TECH, 	1.00 ," 	52,136 "
3253,FLEET MAINT PROG ADM, 	1.00 ," 	71,423 "
2105,PUB WKS GEN FORE, 	1.00 ," 	77,936 "
3921,FLEET TECH, 	1.00 ," 	70,357 "
2447,FLEET PARTS TECH, 	1.00 ," 	60,683 "
2341,FLEET TECH, 	1.00 ," 	69,090 "
VACANT,VACANT,VACANT,VACANT
3792,FLEET TECH, 	1.00 ," 	65,341 "
3720,MASTER AUTO BODY TEC, 	1.00 ," 	64,584 "
1313,FLEET TECH, 	1.00 ," 	70,991 "
2451,FLEET TECH, 	1.00 ," 	63,008 "
2721,FLEET TECH, 	1.00 ," 	63,008 "
10490,FLEET TECH, 	1.00 ," 	52,136 "
1755,FLEET TECH, 	1.00 ," 	61,841 "
3854,FLEET TECH, 	1.00 ," 	65,341 "
10208,FLEET TECH, 	1.00 ," 	52,136 "
3161,FLEET TECH, 	1.00 ," 	70,991 "
10642,FLEET SERVS SUPT, 	1.00 ," 	125,223 "
9195,FLEET PARTS TECH, 	1.00 ," 	50,491 "
9313,FLEET TECH, 	1.00 ," 	53,945 "
2480,ACCT TECH 2, 	1.00 ," 	58,405 "
2590,SIGN PAINTER, 	1.00 ," 	65,795 "
3446,TRAFF SIG ELECTR 2, 	1.00 ," 	72,922 "
2878,TRAFF SIG ELECTR 1-16, 	1.00 ," 	62,743 "
2301,TRAFF ENGR 4, 	1.00 ," 	113,078 "
3411,CITY TRAFF ENGR/PKG, 	1.00 ," 	149,817 "
1839,TRAFF SIG ELECTR 1-16, 	1.00 ," 	60,507 "
1259,ENGR PROG SPEC 1, 	1.00 ," 	74,948 "
3497,STOREKEEPER, 	1.00 ," 	62,339 "
6336,TRAFF CONT MAINT WKR, 	1.00 ," 	54,117 "
2820,TRAFF OPER LDWKR, 	1.00 ," 	67,752 "
7782,TRAFF CONT MAINT WKR, 	1.00 ," 	49,912 "
1602,TRAFF OPER MGR, 	1.00 ," 	98,320 "
3204,COMMUNIC TECH 2, 	1.00 ," 	75,623 "
3060,TRAFF OPER LDWKR, 	1.00 ," 	66,497 "
1055,TRANSP OPNS ANAL, 	1.00 ," 	84,790 "
1510,COMM TECH 3, 	1.00 ," 	75,802 "
1648,TRAFF ENGR 2, 	1.00 ," 	93,112 "
3937,COMP MAP/GIS COORD, 	1.00 ," 	98,320 "
10753,COMMUNIC TECH 1-16, 	1.00 ," 	54,117 "
VACANT,VACANT,VACANT,VACANT
5916,TRAFF SIG MAINT WKR, 	1.00 ," 	55,660 "
VACANT,VACANT,VACANT,VACANT
2217,COMMUNIC TECH 1, 	1.00 ," 	65,789 "
10905,TRAFF OPER SUPV, 	1.00 ," 	77,105 "
3659,COMM OPER LDWKR, 	1.00 ," 	67,521 "
3525,TRAFF SIG ELECTR 1, 	1.00 ," 	67,617 "
3711,PROGRAM ASST 1, 	1.00 ," 	57,770 "
8980,COMMUNIC TECH 1, 	1.00 ," 	56,923 "
10719,FACILITY MAINT WKR-16, 	1.00 ," 	47,189 "
VACANT,VACANT,VACANT,VACANT
3345,MAINT PAINTER, 	1.00 ," 	64,620 "
7536,ENGINEER 1-18, 	1.00 ," 	64,394 "
5785,COMMUNIC OPER SUPV, 	1.00 ," 	77,105 "
VACANT,VACANT,VACANT,VACANT
6348,ENGR PROG SPEC 1, 	1.00 ," 	62,733 "
8034,ENGINEER 2-18, 	1.00 ," 	67,192 "
1710,PROGRAM ASST 1, 	1.00 ," 	57,770 "
2214,TRAFF SYS/NET SPEC, 	1.00 ," 	86,514 "
2611,COMMUNICATION WKR, 	1.00 ," 	62,339 "
VACANT,VACANT,VACANT,VACANT
2235,TRAFF SIG MAINT WKR, 	1.00 ," 	58,999 "
3187,TRAFF SIG ELECTR 2, 	1.00 ," 	74,948 "
9555,TRAFF CONT MAINT WKR, 	1.00 ," 	49,912 "
3569,TRAFF ENGR 4, 	1.00 ," 	112,059 "
10748,SIGN PAINTER, 	1.00 ," 	52,714 "
2047,MAINT PAINTER, 	1.00 ," 	60,507 "
1570,TRAFF CONT MAINT WKR, 	1.00 ," 	57,365 "
3289,TRAFF CONT MAINT WKR, 	1.00 ," 	55,741 "
8023,PKG TECH AIDE, 	1.00 ," 	51,312 "
2428,PKG SERVICE WKR, 	1.00 ," 	57,469 "
2122,PKG EQUIP MECH, 	1.00 ," 	59,529 "
2367,PKG CASHIER, 	1.00 ," 	48,378 "
1595,PKG CASHIER, 	0.80 ," 	38,357 "
3820,ADMIN CLK 2, 	1.00 ," 	58,821 "
9396,PKG ANALYST, 	1.00 ," 	67,192 "
2990,PKG CASHIER, 	0.70 ," 	31,144 "
7920,PKG CASHIER, 	0.85 ," 	34,308 "
2187,MAINT ELECTR 1, 	1.00 ," 	60,270 "
2198,PKG MAINT WKR 1, 	1.00 ," 	51,312 "
9077,PKG MAINT WKR 1, 	1.00 ," 	48,350 "
1702,PKG MAINT WKR 2, 	1.00 ," 	65,207 "
1427,PKG CASHIER, 	0.80 ," 	38,012 "
1463,ASST PKG UTIL MGR, 	1.00 ," 	103,047 "
2806,PKG EQUIP MECH, 	1.00 ," 	55,741 "
3001,PKG SERVICE WKR, 	1.00 ," 	56,956 "
2989,PKG CASHIER, 	0.75 ," 	34,340 "
4137,PKG CASHIER, 	0.55 ," 	26,608 "
3472,ENGINEER 4, 	1.00 ," 	98,433 "
2835,PKG CASHIER, 	0.80 ," 	36,629 "
VACANT,VACANT,VACANT,VACANT
2271,PKG MAINT WKR 1, 	1.00 ," 	59,039 "
3488,PKG CASHIER, 	0.70 ," 	32,051 "
3516,PKG SERVICE WKR, 	1.00 ," 	57,469 "
2620,PKG MAINT WKR 1, 	1.00 ," 	59,039 "
6342,PKG CASHIER, 	0.80 ," 	32,290 "
2683,PKG REVENUE SUPV, 	1.00 ," 	75,255 "
1682,PKG OPER ASST, 	1.00 ," 	68,169 "
1126,PKG REVENUE LDWKR, 	0.90 ," 	54,101 "
2808,PKG MAINT SUPV, 	1.00 ," 	75,255 "
2641,PKG TECH AIDE, 	1.00 ," 	62,339 "
2459,PKG CASHIER, 	1.00 ," 	48,378 "
3982,PKG REVENUE LDWKR, 	1.00 ," 	57,365 "
2517,PROGRAM ASST 1, 	1.00 ," 	57,770 "
2005,PKG CASHIER, 	0.60 ," 	29,027 "
2285,PKG CASHIER, 	0.50 ," 	23,541 "
2435,PKG OPER SUPV, 	1.00 ," 	86,358 "
1535,PKG CASHIER, 	1.00 ," 	47,514 "
1715,PKG REVENUE CLERK, 	1.00 ," 	51,144 "
2469,PKS GEN SUPV, 	1.00 ," 	71,478 "
3581,PKS MAINT WKR, 	1.00 ," 	55,877 "
2731,ENGINEER 2-18, 	1.00 ," 	77,861 "
3098,PKS EQUIP MECH 1, 	1.00 ," 	60,507 "
2790,PLUMBER, 	1.00 ," 	70,428 "
10454,ARBORIST 1, 	1.00 ," 	45,642 "
3413,PKS EQUIP MECH 1, 	1.00 ," 	65,207 "
1592,FORESTRY SPEC, 	1.00 ," 	70,261 "
3646,ARBORIST 1, 	1.00 ," 	57,365 "
3237,CITY FORESTER, 	1.00 ," 	93,916 "
10784,ARBORIST 1, 	1.00 ," 	48,350 "
3097,PKS MAINT WKR, 	1.00 ," 	63,123 "
1798,PKS MAINT WKR, 	1.00 ," 	59,039 "
3723,CARPENTER, 	1.00 ," 	68,899 "
5305,PKS MAINT WKR, 	1.00 ," 	51,312 "
2661,PKS MAINT WKR, 	1.00 ," 	59,039 "
2813,PUB WKS LEADWKR, 	1.00 ," 	63,754 "
3765,PKS MAINT WKR, 	1.00 ," 	57,458 "
2211,TREE TRIMMER FORE, 	1.00 ," 	72,122 "
5793,PKS MAINT WKR, 	1.00 ," 	49,912 "
3028,PROGRAM ASST 2, 	1.00 ," 	60,382 "
3299,PKS MAINT WKR, 	1.00 ," 	55,877 "
5784,CARPENTER, 	1.00 ," 	61,517 "
1290,ARBORIST 1, 	1.00 ," 	55,741 "
3362,HORTICULTURE SUPV, 	1.00 ," 	81,534 "
1630,PKS MAINT WKR, 	1.00 ," 	55,877 "
2604,PKS MAINT MECHANIC, 	1.00 ," 	68,226 "
3300,ARBORIST 1, 	1.00 ," 	57,365 "
7842,PROGRAM ASST 1, 	1.00 ," 	51,121 "
3621,SURVEYOR 2, 	1.00 ," 	77,861 "
3762,PKS MAINT WKR, 	1.00 ," 	58,512 "
2153,PKS EQUIP MECH 1, 	1.00 ," 	60,507 "
7810,ARBORIST 1, 	1.00 ," 	52,714 "
3338,PKS GEN SUPV, 	1.00 ," 	69,208 "
2023,CONSERV TECH, 	1.00 ," 	58,631 "
2616,ADMIN ASST, 	1.00 ," 	63,508 "
9556,GARDENER, 	1.00 ," 	48,350 "
3824,EQPT OPR 3, 	1.00 ," 	63,185 "
3635,ARBORIST 1, 	1.00 ," 	57,365 "
9175,CONS RESOURCE SUPV, 	1.00 ," 	67,192 "
1799,ARBORIST 2, 	1.00 ," 	62,616 "
2446,TREE TRIMMER FORE, 	1.00 ," 	70,834 "
1412,ARBORIST 2, 	1.00 ," 	63,185 "
1392,EQPT OPR 2, 	1.00 ," 	60,611 "
10796,ACCT CLERK 3, 	1.00 ," 	46,919 "
2371,GARDENER-LEAD, 	1.00 ," 	63,185 "
1811,PKS MAINT WKR, 	1.00 ," 	57,985 "
1967,ARBORIST 2, 	1.00 ," 	63,754 "
1838,ADMIN CLK 1, 	1.00 ," 	52,709 "
2889,PUB WKS LEADWKR, 	1.00 ," 	57,469 "
7814,ARBORIST 1, 	1.00 ," 	52,714 "
7811,ARBORIST 1, 	1.00 ," 	52,714 "
VACANT,VACANT,VACANT,VACANT
9038,PKS MAINT WKR, 	1.00 ," 	49,912 "
3617,EQPT OPR 3, 	1.00 ," 	63,754 "
6437,RECR SERVS COORD, 	1.00 ," 	70,213 "
3211,EQPT OPR 3, 	1.00 ," 	63,185 "
1762,PROGRAM ASST 3, 	1.00 ," 	59,181 "
3615,PROGRAM ASST 1, 	0.80 ," 	47,057 "
2117,ARBORIST 1, 	1.00 ," 	60,611 "
3131,PKS MAINT WKR, 	1.00 ," 	54,295 "
3162,FACILITY MAINT WKR, 	1.00 ," 	57,985 "
3963,GARDENER-16  PT, 	0.50 ," 	28,466 "
VACANT,VACANT,VACANT,VACANT
2115,PKS MAINT WKR, 	1.00 ," 	55,877 "
3293,LANDSCAPE ARCHITECT4, 	1.00 ," 	91,338 "
3268,FORESTRY OPR SUPV, 	1.00 ," 	77,861 "
3344,PKS MAINT WKR, 	1.00 ," 	59,039 "
2124,ELECTRICIAN FOREPERS, 	1.00 ," 	75,726 "
1765,MAINT MECH 1, 	1.00 ," 	64,620 "
VACANT,VACANT,VACANT,VACANT
3794,FORESTRY SPEC, 	1.00 ," 	62,507 "
3302,ARBORIST 2, 	1.00 ," 	60,338 "
1896,WELDER, 	1.00 ," 	68,226 "
VACANT,VACANT,VACANT,VACANT
1446,OLBR FAC/VOL COORD, 	1.00 ," 	64,606 "
3427,PKS OPR LDWKR, 	1.00 ," 	58,631 "
5969,ADMIN CLERK 1, 	1.00 ," 	44,226 "
3633,LANDSCAPE CONSTR SUP, 	1.00 ," 	77,126 "
3667,EQPT OPR 3, 	1.00 ," 	63,185 "
1019,CONSERV TECH, 	1.00 ," 	58,631 "
1672,ARBORIST 1, 	1.00 ," 	57,365 "
7386,PKS COM REL COORD, 	1.00 ," 	70,213 "
2979,BOTANICAL CENTER DIR, 	1.00 ," 	98,320 "
3089,PKS MAINT WKR, 	1.00 ," 	59,039 "
7659,PKS MAINT WKR, 	1.00 ," 	49,912 "
VACANT,VACANT,VACANT,VACANT
8116,PKS COMM SERVS MGR, 	1.00 ," 	88,678 "
2362,RECR SERVS COORD, 	1.00 ," 	75,657 "
3243,PKS FAC/MAINT SUPV, 	1.00 ," 	90,443 "
8315,PLAYGROUND TECH, 	1.00 ," 	56,923 "
8040,ARBORIST 1, 	1.00 ," 	51,312 "
3797,PKS MAINT WKR, 	1.00 ," 	54,295 "
VACANT,VACANT,VACANT,VACANT
2817,PKS EQUIP MECH 2, 	1.00 ," 	70,261 "
2223,CEMETERY OPRS LDWKR, 	1.00 ," 	58,745 "
4644,GOLF CLUB OPER SUPV 1, 	1.00 ," 	61,900 "
3589,PKS MAINT WKR, 	1.00 ," 	54,295 "
3541,PKS GEN SUPV, 	1.00 ," 	81,534 "
1157,PARKS SUPT, 	1.00 ," 	133,692 "
7671,ARBORIST 1, 	1.00 ," 	49,912 "
1631,GREENSKEEPER 3, 	1.00 ," 	65,789 "
5368,PKS MAINT WKR, 	1.00 ," 	51,312 "
3287,PKS OPER MGR, 	1.00 ," 	94,610 "
3997,PKS MAINT WKR, 	1.00 ," 	59,039 "
5500,PKS MAINT WKR, 	1.00 ," 	52,714 "
1088,GREENSKEEPER 1, 	1.00 ," 	58,631 "
8183,PUB WKS LEADWKR, 	1.00 ," 	52,714 "
2725,ARBORIST 2, 	1.00 ," 	63,185 "
1287,PKS MAINT MECHANIC, 	1.00 ," 	68,226 "
2038,ARBORIST 2, 	1.00 ," 	63,754 "
10320,ADMIN CLK 1, 	0.60 ," 	27,229 "
7812,ARBORIST 1, 	1.00 ," 	52,714 "
VACANT,VACANT,VACANT,VACANT
2865,GREENSKEEPER 2, 	1.00 ," 	64,032 "
3764,EQPT OPR 3, 	1.00 ," 	62,046 "
3399,PKS MAINT MECHANIC, 	1.00 ," 	68,226 "
2266,PUB WKS LEADWKR, 	1.00 ," 	63,754 "
10743,HORTICULTURIST, 	1.00 ," 	55,445 "
2815,PKS MAINT WKR, 	1.00 ," 	54,295 "
2924,STR MACH OPR 3, 	1.00 ," 	60,667 "
1783,STR MACH OPR 1, 	1.00 ," 	57,307 "
3637,STR MACH OPR 1, 	1.00 ," 	52,702 "
4568,STR MACH OPR 1, 	1.00 ," 	47,194 "
1424,STR MACH OPR 1, 	1.00 ," 	57,307 "
10768,STR MACH OPR 1, 	1.00 ," 	43,734 "
3531,PUB WKS GEN FORE-18, 	1.00 ," 	77,936 "
3771,STR SEW MAINT WKR 2, 	1.00 ," 	59,590 "
2445,OPERATING MAINT WKR, 	1.00 ," 	61,790 "
3213,STR MACH OPR 2, 	1.00 ," 	58,645 "
3175,STR MACH OPR 1, 	1.00 ," 	56,284 "
2499,STR MACH OPR 1, 	1.00 ," 	56,795 "
2498,STR MACH OPR 1, 	1.00 ," 	57,307 "
9153,STR MACH OPR 1, 	1.00 ," 	45,217 "
10752,STR MACH OPR 1, 	1.00 ," 	43,734 "
1419,STR MACH OPR 1, 	1.00 ," 	54,237 "
3660,PUB WKS GEN SUPV, 	1.00 ," 	89,636 "
3626,STR MACH OPR 2, 	1.00 ," 	57,060 "
1781,STR MACH OPR 2, 	1.00 ," 	58,645 "
1618,STR MACH OPR 1, 	1.00 ," 	54,237 "
8694,STR MACH OPR 1, 	1.00 ," 	47,194 "
2855,STR MACH OPR 3, 	1.00 ," 	61,228 "
8543,STR MACH OPR 1, 	1.00 ," 	45,217 "
1821,MAINT MECH 1, 	1.00 ," 	65,341 "
7660,STR MACH OPR 1, 	1.00 ," 	47,194 "
3513,ADMIN CLK 1, 	1.00 ," 	55,196 "
3236,STR MACH OPR 1, 	1.00 ," 	52,702 "
1761,STR MACH OPR 1, 	1.00 ," 	54,237 "
10651,OPERATIONS CLERK, 	1.00 ," 	49,912 "
3836,STR MACH OPR 1, 	1.00 ," 	55,772 "
3205,STR MACH OPR 1, 	1.00 ," 	56,284 "
2921,STR MACH OPR 1, 	1.00 ," 	54,237 "
1663,STR MACH OPR 1, 	1.00 ," 	54,237 "
VACANT,VACANT,VACANT,VACANT
2843,STR MACH OPR 3, 	1.00 ," 	62,352 "
1321,STR MACH OPR 2, 	1.00 ," 	57,588 "
1050,STR MACH OPR 2, 	1.00 ," 	56,003 "
1185,STS PUB INFO/REC, 	1.00 ," 	75,657 "
3404,PUB WKS GEN FORE, 	1.00 ," 	77,234 "
VACANT,VACANT,VACANT,VACANT
4632,STR MACH OPR 1, 	1.00 ," 	48,842 "
2087,STR MACH OPR 1, 	1.00 ," 	54,237 "
2097,STR MACH OPR 3, 	1.00 ," 	62,352 "
9384,STR MACH OPR 1, 	1.00 ," 	45,217 "
3461,OPERATING MAINT WKR, 	1.00 ," 	57,858 "
8544,STR MACH OPR 1, 	1.00 ," 	47,194 "
2572,STR MACH OPR 1, 	1.00 ," 	57,307 "
5242,STR MACH OPR 1, 	1.00 ," 	51,167 "
2518,STR MACH OPR 3, 	1.00 ," 	60,667 "
2899,STR MACH OPR 1, 	1.00 ," 	52,702 "
1033,STR MACH OPR 2, 	1.00 ," 	59,173 "
1493,STREETS SUPT, 	1.00 ," 	125,000 "
10358,STR MACH OPR 1, 	1.00 ," 	45,217 "
3825,STR MACH OPR 1, 	1.00 ," 	52,702 "
3731,STR MACH OPR 3, 	1.00 ," 	62,352 "
2902,PUB WKS GEN FORE-18, 	1.00 ," 	75,830 "
2651,STR MACH OPR 1, 	1.00 ," 	57,307 "
8545,STR MACH OPR 1, 	1.00 ," 	47,194 "
3837,OPERATING ASST, 	1.00 ," 	65,802 "
VACANT,VACANT,VACANT,VACANT
2884,STS OPER ANAL, 	1.00 ," 	83,175 "
2308,STR MACH OPR 1, 	1.00 ," 	55,260 "
1627,PUB WKS GEN FORE, 	1.00 ," 	61,050 "
2287,STR MACH OPR 1, 	1.00 ," 	54,237 "
7543,STR MACH OPR 1, 	1.00 ," 	47,194 "
3167,STR MACH OPR 3, 	1.00 ," 	62,914 "
2834,STR SEW MAINT WKR 1, 	1.00 ," 	50,978 "
2511,STR SEW MAINT WKR 2, 	1.00 ," 	56,310 "
7551,STR MACH OPR 1, 	1.00 ," 	45,217 "
3319,STR SEW MAINT WKR 2, 	1.00 ," 	59,043 "
3784,OPERATING MAINT WKR, 	1.00 ," 	61,228 "
2230,STR MACH OPR 1, 	1.00 ," 	43,734 "
3200,STR MACH OPR 3, 	1.00 ," 	60,667 "
1787,STR MACH OPR 3, 	1.00 ," 	62,352 "
1874,STR MACH OPR 1, 	1.00 ," 	54,237 "
5433,STR MACH OPR 1, 	1.00 ," 	47,194 "
3583,STR MACH OPR 1, 	1.00 ," 	56,795 "
3227,STR MACH OPR 2, 	1.00 ," 	58,116 "
7545,STR MACH OPR 1, 	1.00 ," 	47,194 "
10750,STR MACH OPR 1, 	1.00 ," 	43,734 "
2018,STR MACH OPR 1, 	1.00 ," 	56,795 "
3068,PUB WKS GEN FORE, 	1.00 ," 	77,936 "
2245,PUB WKS GEN FORE, 	1.00 ," 	77,234 "
VACANT,VACANT,VACANT,VACANT
2171,STR SEW MAINT WKR 2, 	1.00 ," 	57,950 "
5022,STR MACH OPR 1, 	1.00 ," 	48,842 "
3597,STR MACH OPR 2, 	1.00 ," 	58,116 "
3604,STR MACH OPR 2, 	1.00 ," 	58,116 "
3291,STR MACH OPR 1, 	1.00 ," 	54,237 "
2303,PUB WKS GEN FORE, 	1.00 ," 	78,638 "
2931,STR MACH OPR 1, 	1.00 ," 	54,237 "
VACANT,VACANT,VACANT,VACANT
1724,STR SEW MAINT WKR 2, 	1.00 ," 	60,683 "
3644,STR MACH OPR 2, 	1.00 ," 	56,003 "
5366,STR MACH OPR 1, 	1.00 ," 	48,842 "
4854,STR MACH OPR 1, 	1.00 ," 	47,194 "
VACANT,VACANT,VACANT,VACANT
2630,OPERATIONS CLERK, 	1.00 ," 	51,312 "
3623,OPERATING MAINT WKR, 	1.00 ," 	61,790 "
4803,STR MACH OPR 1, 	1.00 ," 	48,842 "
5503,STR MACH OPR 2, 	1.00 ," 	52,833 "
10751,STR MACH OPR 1, 	1.00 ," 	43,734 "
3475,STR MACH OPR 1, 	1.00 ," 	52,702 "
3110,STR MACH OPR 1, 	1.00 ," 	54,237 "
1049,ADMIN CLK 1-17, 	1.00 ," 	52,580 "
2602,STR MACH OPR 2, 	1.00 ," 	52,833 "
3082,STR MACH OPR 1, 	1.00 ," 	54,237 "
1778,STR MACH OPR 1, 	1.00 ," 	52,702 "
9020,STR MACH OPR 1, 	1.00 ," 	45,217 "
3564,STR MACH OPR 1, 	1.00 ," 	56,795 "
2774,PROCESS PLANT SUPV, 	1.00 ," 	82,268 "
VACANT,VACANT,VACANT,VACANT
1300,STR SEW MAINT WKR 2, 	1.00 ," 	57,950 "
7736,STR MACH OPR 1, 	1.00 ," 	45,217 "
2016,STR MACH OPR 1, 	1.00 ," 	52,702 "
2986,STR MACH OPR 1, 	1.00 ," 	57,307 "
2528,STR MACH OPR 1, 	1.00 ," 	55,772 "
1284,STR MACH OPR 1, 	1.00 ," 	54,237 "
1640,STR MACH OPR 3, 	1.00 ," 	59,543 "
1779,STR MACH OPR 1, 	1.00 ," 	57,307 "
4483,STR MACH OPR 1, 	1.00 ," 	47,194 "
1585,STR MACH OPR 1, 	1.00 ," 	55,772 "
3249,STR MACH OPR 1, 	1.00 ," 	57,307 "
5444,STR MACH OPR 1, 	1.00 ," 	47,194 "
1563,STR MACH OPR 3, 	1.00 ," 	62,914 "
2691,STR MACH OPR 3, 	1.00 ," 	61,790 "
1591,STR MACH OPR 3, 	1.00 ," 	62,352 "
2991,PUB WKS GEN FORE, 	1.00 ," 	69,327 "
3481,STR MACH OPR 1, 	1.00 ," 	52,702 "
2457,STR MACH OPR 2, 	1.00 ," 	58,645 "
2176,PUB WKS GEN FORE, 	1.00 ," 	77,936 "
2419,ADMIN CLK 1, 	1.00 ," 	55,693 "
4121,STR MACH OPR 1, 	1.00 ," 	55,260 "
1173,STR MACH OPR 2, 	1.00 ," 	54,418 "
2672,PUB WKS GEN SUPV, 	1.00 ," 	90,443 "
VACANT,VACANT,VACANT,VACANT
3072,STR MACH OPR 2, 	1.00 ," 	57,060 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
2538,STR MACH OPR 1, 	1.00 ," 	56,284 "
2658,STR MACH OPR 3, 	1.00 ," 	62,914 "
2050,STR MACH OPR 1, 	1.00 ," 	54,237 "
4062,STR MACH OPR 2, 	1.00 ," 	54,418 "
VACANT,VACANT,VACANT,VACANT
2531,STR MACH OPR 1, 	1.00 ," 	56,795 "
1626,STS GEN SUPV, 	1.00 ," 	77,126 "
2826,STR MACH OPR 1, 	1.00 ," 	54,237 "
3016,STR MACH OPR 1, 	1.00 ," 	55,260 "
2877,STR MACH OPR 3, 	1.00 ," 	62,914 "
4013,STR MACH OPR 1, 	1.00 ," 	56,795 "
2330,STR MACH OPR 1, 	1.00 ," 	55,772 "
3375,STR MACH OPR 3, 	1.00 ," 	62,914 "
3272,STR MACH OPR 1, 	1.00 ," 	52,702 "
2732,STR MACH OPR 2, 	1.00 ," 	58,116 "
3790,STR MACH OPR 2, 	1.00 ," 	58,645 "
1757,MAINT MECH 1, 	1.00 ," 	65,341 "
3779,STR MACH OPR 2, 	1.00 ," 	54,418 "
1837,STR MACH OPR 2, 	1.00 ," 	54,418 "
VACANT,VACANT,VACANT,VACANT
2626,STR MACH OPR 1, 	1.00 ," 	56,795 "
2088,STR MACH OPR 3, 	1.00 ," 	62,914 "
1883,STR MACH OPR 2, 	1.00 ," 	54,418 "
2736,PUB WKS GEN FORE, 	1.00 ," 	78,638 "
1776,STR MACH OPR 1, 	1.00 ," 	56,284 "
1851,STR MACH OPR 1, 	1.00 ," 	56,284 "
2062,MAINT MECH 2, 	1.00 ," 	67,752 "
2290,WATERWKS OPR 2-16, 	1.00 ," 	70,261 "
1841,WATERWKS OPR 1, 	1.00 ," 	60,338 "
1540,PUB WKS MAINT WKR 2, 	1.00 ," 	52,714 "
10457,WATER QUALITY SAMPLER 1-16, 	1.00 ," 	48,350 "
1610,MAINT MECH 1-16, 	1.00 ," 	64,620 "
5734,PROGRAM ASST 1, 	1.00 ," 	52,518 "
1026,WATER QUALITY MGR, 	1.00 ," 	103,047 "
2027,WATER UTIL MAINT SUP, 	1.00 ," 	88,020 "
2891,WATERWKS OPR 2-16, 	1.00 ," 	61,807 "
11160,PUB WKS MAINT WKR 2, 	1.00 ," 	47,189 "
3595,ADMIN CLK 2, 	1.00 ," 	55,670 "
3793,WATERWKS OPR 2-16, 	1.00 ," 	63,196 "
2262,ELECTRICIAN FOREPERS, 	1.00 ," 	82,343 "
3260,WATERWKS OPR 1, 	1.00 ," 	60,669 "
3043,WATER UTIL OPR MGR, 	1.00 ," 	114,097 "
3778,MASTER MECHANIC, 	1.00 ," 	70,261 "
3726,ELECTRONIC MTN TECH, 	1.00 ," 	71,572 "
3609,PAINTER, 	1.00 ," 	59,091 "
3030,AUTO MECH, 	1.00 ," 	58,631 "
3230,DISPATCHER, 	1.00 ," 	58,447 "
2493,CROSS CON CTRL INSP, 	1.00 ," 	72,840 "
1315,WATERWKS OPR 1, 	1.00 ," 	63,754 "
1955,WATERWKS OPR 2-16, 	1.00 ," 	70,261 "
3274,EQPT OPR 1, 	1.00 ," 	54,295 "
9197,EQPT OPR 1, 	1.00 ," 	51,312 "
3874,WATERWKS OPR 2-16, 	1.00 ," 	70,261 "
VACANT,VACANT,VACANT,VACANT
2471,MAINT MECH 2, 	1.00 ," 	69,634 "
3046,CROSS CON CTRL INSP, 	1.00 ," 	72,190 "
2380,MAINT MECH 2, 	1.00 ," 	66,497 "
9200,PUB WKS MAINT WKR 2, 	1.00 ," 	47,189 "
1051,PUB WKS MAINT WKR 2, 	1.00 ," 	55,877 "
VACANT,VACANT,VACANT,VACANT
1625,WATER UTIL OPR LDWKR, 	1.00 ," 	68,379 "
2695,WATER UTIL OPR LDWKR, 	1.00 ," 	68,379 "
9198,EQPT OPR 1, 	1.00 ," 	51,312 "
10499,EQPT OPR 1, 	1.00 ," 	49,912 "
3459,PUB WKS GEN SUPV, 	1.00 ," 	89,636 "
1583,WATER ONE CALL COORD, 	1.00 ," 	62,339 "
3050,EQPT OPR 3, 	1.00 ," 	63,754 "
9229,EQPT OPR 1, 	1.00 ," 	51,312 "
1832,EQPT OPR 3, 	1.00 ," 	60,338 "
10471,EQPT OPR 1, 	1.00 ," 	49,912 "
1345,PUB WKS MAINT WKR 3, 	1.00 ," 	62,339 "
3350,PUB WKS MAINT WKR 3, 	1.00 ," 	61,226 "
11257,PUB WKS MAINT WKR 1, 	1.00 ," 	45,642 "
10497,EQPT OPR 1-16, 	1.00 ," 	49,912 "
2543,WATER UTIL OPR LDWKR, 	1.00 ," 	63,781 "
1586,WATER UTIL OPR LDWKR, 	1.00 ," 	69,634 "
2242,PUB WKS GEN FORE, 	1.00 ," 	77,936 "
1962,PUB WKS GEN FORE, 	1.00 ," 	78,638 "
3176,EQPT OPR 3, 	1.00 ," 	63,185 "
