ORG,OBJECT,PROJECT,ACCOUNT,DESCRIPTION,YEAR,PER,JOURNAL,EFF DATE,SRC,T,REF1,PO/REF2,REF3,REFERENCE,AMOUNT
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"2,467",11/26/2016,API,1,700376,,206492,7749,1.55
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"2,467",11/26/2016,API,1,700376,,206548,7749,76.03
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"2,467",11/26/2016,API,1,700376,,206548,7749,8.45
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"2,467",11/26/2016,API,1,700376,,206548,7749,4.22
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206465,7749,23.32
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206465,7749,2.59
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206465,7749,1.30
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206466,7749,30.09
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206466,7749,3.34
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206466,7749,1.67
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206483,7749,14.96
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206483,7749,1.66
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206483,7749,0.83
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206534,7749,7.03
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206534,7749,0.78
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206534,7749,0.39
44330,53140,00000,1100-40-44-443-4430-0000-00000-00000-53140-00000,ST SN PLOW HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206575,7749,22.31
44332,53140,00000,1100-40-44-443-4432-0000-00000-00000-53140-00000,ST SN CROS HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206575,7749,2.48
44333,53140,00000,1100-40-44-443-4433-0000-00000-00000-53140-00000,ST SN BARR HARDWA SUP,2016,11,"2,467",11/26/2016,API,1,702632,,206575,7749,1.24
44301,54120,00000,1100-40-44-443-4401-0000-00000-00000-54120-00000,SW ADM TELEPHONE,2016,11,"2,427",11/30/2016,API,1,700425,,205618,7628,17.63
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204746,7527,0.32
44330,53315,00000,1100-40-44-443-4430-0000-00000-00000-53315-00000,ST SN PLOW BUILD SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204763,7527,9.72
44332,53315,00000,1100-40-44-443-4432-0000-00000-00000-53315-00000,ST SN CROS BUILD SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204763,7527,1.08
44333,53315,00000,1100-40-44-443-4433-0000-00000-00000-53315-00000,ST SN BARR BUILD SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204763,7527,0.54
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204794,7527,0.34
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204794,7527,2.21
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204794,7527,0.17
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204794,7527,0.34
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204794,7527,0.34
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,700173,,204759,7527,75.42
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,700173,,204759,7527,8.38
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,700173,,204759,7527,4.19
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2016,11,"1,904",11/26/2016,API,1,702570,,204744,7527,137.07
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2016,11,"1,904",11/26/2016,API,1,702570,,204744,7527,15.23
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2016,11,"1,904",11/26/2016,API,1,702570,,204744,7527,7.61
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,703044,,204707,7527,92.16
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,703044,,204707,7527,10.24
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,703044,,204707,7527,5.12
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2016,11,"1,904",11/26/2016,API,1,614028,,204699,7527,80.34
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2016,11,"1,904",11/26/2016,API,1,614028,,204699,7527,8.93
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2016,11,"1,904",11/26/2016,API,1,614028,,204699,7527,4.46
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,615606,,204698,7527,2.48
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,615606,,204698,7527,0.28
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,615606,,204698,7527,0.14
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,616314,,204712,7527,7.95
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,616314,,204712,7527,0.88
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,616314,,204712,7527,0.44
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,616314,,204745,7527,42.04
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,616314,,204745,7527,4.67
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,616314,,204745,7527,2.34
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,616314,,204810,7527,12.21
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,616314,,204810,7527,1.36
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,616314,,204810,7527,0.68
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2016,11,"1,904",11/26/2016,API,1,700108,,204718,7527,43.44
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,700135,,204731,7527,14.59
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,700135,,204731,7527,1.62
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,700135,,204731,7527,0.81
44330,54330,00000,1100-40-44-443-4430-0000-00000-00000-54330-00000,ST SN PLOW EQUIP IMP,2016,11,"1,904",11/26/2016,API,1,021212,,204723,7527,30.60
44332,54330,00000,1100-40-44-443-4432-0000-00000-00000-54330-00000,ST SN CROS EQUIP IMP,2016,11,"1,904",11/26/2016,API,1,021212,,204723,7527,3.40
44333,54330,00000,1100-40-44-443-4433-0000-00000-00000-54330-00000,ST SN BARR EQUIP IMP,2016,11,"1,904",11/26/2016,API,1,021212,,204723,7527,1.70
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,050005,,204715,7527,31.31
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,050005,,204715,7527,3.48
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,050005,,204715,7527,1.74
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,224311,,204714,7527,11.93
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,224311,,204714,7527,1.33
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,224311,,204714,7527,0.66
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,224311,,204809,7527,24.81
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,224311,,204809,7527,2.76
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,224311,,204809,7527,1.38
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,602158,,204711,7527,11.15
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,602158,,204711,7527,1.24
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,602158,,204711,7527,0.62
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,602158,,204758,7527,26.08
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,602158,,204758,7527,2.90
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,602158,,204758,7527,1.45
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,602158,,204811,7527,5.01
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,602158,,204811,7527,0.56
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,602158,,204811,7527,0.28
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,605881,,204752,7527,25.91
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,605881,,204752,7527,2.88
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,605881,,204752,7527,1.44
44330,53315,00000,1100-40-44-443-4430-0000-00000-00000-53315-00000,ST SN PLOW BUILD SUP,2016,11,"1,904",11/26/2016,API,1,612001,,204751,7527,23.13
44332,53315,00000,1100-40-44-443-4432-0000-00000-00000-53315-00000,ST SN CROS BUILD SUP,2016,11,"1,904",11/26/2016,API,1,612001,,204751,7527,2.57
44333,53315,00000,1100-40-44-443-4433-0000-00000-00000-53315-00000,ST SN BARR BUILD SUP,2016,11,"1,904",11/26/2016,API,1,612001,,204751,7527,1.29
44330,53230,00000,1100-40-44-443-4430-0000-00000-00000-53230-00000,ST SN PLOW MEDCAL SUP,2016,11,"1,904",11/26/2016,API,1,612687,,204779,7527,14.81
44332,53230,00000,1100-40-44-443-4432-0000-00000-00000-53230-00000,ST SN CROS MEDCAL SUP,2016,11,"1,904",11/26/2016,API,1,612687,,204779,7527,1.65
44333,53230,00000,1100-40-44-443-4433-0000-00000-00000-53230-00000,ST SN BARR MEDCAL SUP,2016,11,"1,904",11/26/2016,API,1,612687,,204779,7527,0.82
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,700179,,204704,7527,22.82
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,700179,,204704,7527,2.54
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,700179,,204704,7527,1.27
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,700290,,204762,7527,8.63
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,700290,,204762,7527,0.96
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,700290,,204762,7527,0.48
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,700330,,204717,7527,2.34
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,700330,,204717,7527,0.26
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,700330,,204717,7527,0.13
44330,53215,00000,1100-40-44-443-4430-0000-00000-00000-53215-00000,ST SN PLOW JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,700641,,204703,7527,29.50
44332,53215,00000,1100-40-44-443-4432-0000-00000-00000-53215-00000,ST SN CROS JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,700641,,204703,7527,3.28
44333,53215,00000,1100-40-44-443-4433-0000-00000-00000-53215-00000,ST SN BARR JANTOR SUP,2016,11,"1,904",11/26/2016,API,1,700641,,204703,7527,1.64
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,700641,,204716,7527,81.22
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,700641,,204716,7527,9.02
44333,53210,00000,1100-40-44-443-4433-0000-00000-00000-53210-00000,ST SN BARR WRK SUP,2016,11,"1,904",11/26/2016,API,1,700641,,204716,7527,4.51
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204705,7527,1.00
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204705,7527,6.50
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204705,7527,0.50
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204705,7527,1.00
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204705,7527,1.00
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204706,7527,-0.59
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204706,7527,-3.86
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204706,7527,-0.30
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204706,7527,-0.59
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204706,7527,-0.59
44330,53210,00000,1100-40-44-443-4430-0000-00000-00000-53210-00000,ST SN PLOW WRK SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204746,7527,5.83
44332,53210,00000,1100-40-44-443-4432-0000-00000-00000-53210-00000,ST SN CROS WRK SUP,2016,11,"1,904",11/26/2016,API,1,700140,,204746,7527,0.65
44301,54121,00000,1100-40-44-443-4401-0000-00000-00000-54121-00000,SW ADM CELL PHONE,2016,11,"1,897",11/26/2016,API,1,601212,,204481,7506,165.78
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2016,11,"1,897",11/26/2016,API,1,609770,,204529,7506,2.40
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2016,11,"1,897",11/26/2016,API,1,609770,,204529,7506,15.59
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2016,11,"1,897",11/26/2016,API,1,609770,,204529,7506,1.20
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2016,11,"1,897",11/26/2016,API,1,609770,,204529,7506,2.40
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2016,11,"1,897",11/26/2016,API,1,609770,,204529,7506,2.40
44330,54220,00000,1100-40-44-443-4430-0000-00000-00000-54220-00000,ST SN PLOW PEST CNTRL,2016,11,"1,897",11/26/2016,API,1,611393,,204366,7506,8.76
44332,54220,00000,1100-40-44-443-4432-0000-00000-00000-54220-00000,ST SN CROS PEST CNTRL,2016,11,"1,897",11/26/2016,API,1,611393,,204366,7506,0.97
44333,54220,00000,1100-40-44-443-4433-0000-00000-00000-54220-00000,ST SN BARR PEST CNTRL,2016,11,"1,897",11/26/2016,API,1,611393,,204366,7506,0.49
44330,54220,00000,1100-40-44-443-4430-0000-00000-00000-54220-00000,ST SN PLOW PEST CNTRL,2016,11,"1,897",11/26/2016,API,1,611393,,204367,7506,13.14
44332,54220,00000,1100-40-44-443-4432-0000-00000-00000-54220-00000,ST SN CROS PEST CNTRL,2016,11,"1,897",11/26/2016,API,1,611393,,204367,7506,1.46
44333,54220,00000,1100-40-44-443-4433-0000-00000-00000-54220-00000,ST SN BARR PEST CNTRL,2016,11,"1,897",11/26/2016,API,1,611393,,204367,7506,0.73
44330,54220,00000,1100-40-44-443-4430-0000-00000-00000-54220-00000,ST SN PLOW PEST CNTRL,2016,11,"1,897",11/26/2016,API,1,611393,,204368,7506,13.14
44332,54220,00000,1100-40-44-443-4432-0000-00000-00000-54220-00000,ST SN CROS PEST CNTRL,2016,11,"1,897",11/26/2016,API,1,611393,,204368,7506,1.46
44333,54220,00000,1100-40-44-443-4433-0000-00000-00000-54220-00000,ST SN BARR PEST CNTRL,2016,11,"1,897",11/26/2016,API,1,611393,,204368,7506,0.73
44330,54210,00000,1100-40-44-443-4430-0000-00000-00000-54210-00000,ST SN PLOW BUILD IMPR,2016,11,"1,897",11/26/2016,API,1,612001,,204369,7506,8.33
44332,54210,00000,1100-40-44-443-4432-0000-00000-00000-54210-00000,ST SN CROS BUILD IMPR,2016,11,"1,897",11/26/2016,API,1,612001,,204369,7506,0.93
44333,54210,00000,1100-40-44-443-4433-0000-00000-00000-54210-00000,ST SN BARR BUILD IMPR,2016,11,"1,897",11/26/2016,API,1,612001,,204369,7506,0.46
44301,53110,00000,1100-40-44-443-4401-0000-00000-00000-53110-00000,SW ADM OFFICE SUP,2016,11,"1,897",11/26/2016,API,1,700108,,204373,7506,5.20
44330,53240,00000,1100-40-44-443-4430-0000-00000-00000-53240-00000,ST SN PLOW SNOW SUP,2016,11,"1,897",11/26/2016,API,1,700134,,204411,7506,"103,127.85"
44301,54810,00000,1100-40-44-443-4401-0000-00000-00000-54810-00000,SW ADM OTHR EXP,2016,11,"1,897",11/26/2016,API,1,700172,,204436,7506,64.31
44301,54810,00000,1100-40-44-443-4401-0000-00000-00000-54810-00000,SW ADM OTHR EXP,2016,11,"1,897",11/26/2016,API,1,700172,,204437,7506,64.31
44301,54120,00000,1100-40-44-443-4401-0000-00000-00000-54120-00000,SW ADM TELEPHONE,2016,11,"1,897",11/26/2016,API,1,700304,,204440,7506,14.51
44301,53245,00000,1100-40-44-443-4401-0000-00000-00000-53245-00000,SW ADM UNIFRM SUP,2016,11,"1,897",11/26/2016,API,1,700515,,204422,7506,2.76
44330,53245,00000,1100-40-44-443-4430-0000-00000-00000-53245-00000,ST SN PLOW UNIFRM SUP,2016,11,"1,897",11/26/2016,API,1,700515,,204422,7506,17.94
44331,53245,00000,1100-40-44-443-4431-0000-00000-00000-53245-00000,ST SN REMV UNIFRM SUP,2016,11,"1,897",11/26/2016,API,1,700515,,204422,7506,1.38
44332,53245,00000,1100-40-44-443-4432-0000-00000-00000-53245-00000,ST SN CROS UNIFRM SUP,2016,11,"1,897",11/26/2016,API,1,700515,,204422,7506,2.76
44333,53245,00000,1100-40-44-443-4433-0000-00000-00000-53245-00000,ST SN BARR UNIFRM SUP,2016,11,"1,897",11/26/2016,API,1,700515,,204422,7506,2.76
44330,51310,00000,1100-40-44-443-4430-0000-00000-00000-51310-00000,ST SN PLOW OVRTM PERM,2016,11,"1,318",11/04/2016,PRJ,1,1622,21622SA,21622SA,PR1622SA,"1,326.24"
44330,52510,00000,1100-40-44-443-4430-0000-00000-00000-52510-00000,ST SN PLOW WI RET SY,2016,11,"1,318",11/04/2016,PRJ,1,1622,21622SA,21622SA,PR1622SA,87.53
44330,52610,00000,1100-40-44-443-4430-0000-00000-00000-52610-00000,ST SN PLOW FICA MEDIC,2016,11,"1,318",11/04/2016,PRJ,1,1622,21622SA,21622SA,PR1622SA,101.46
44301,51110,00000,1100-40-44-443-4401-0000-00000-00000-51110-00000,SW ADM PERM WAGES,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,"14,445.67"
44301,51120,00000,1100-40-44-443-4401-0000-00000-00000-51120-00000,SW ADM PRMIUM PAY,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,2.13
44301,51310,00000,1100-40-44-443-4401-0000-00000-00000-51310-00000,SW ADM OVRTM PERM,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,363.66
44301,52413,00000,1100-40-44-443-4401-0000-00000-00000-52413-00000,SW ADM WAGE INS B,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,146.80
44301,52510,00000,1100-40-44-443-4401-0000-00000-00000-52510-00000,SW ADM WI RET SY,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,977.80
44301,52610,00000,1100-40-44-443-4401-0000-00000-00000-52610-00000,SW ADM FICA MEDIC,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,"1,111.46"
44301,54121,00000,1100-40-44-443-4401-0000-00000-00000-54121-00000,SW ADM CELL PHONE,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,4.00
44330,51110,00000,1100-40-44-443-4430-0000-00000-00000-51110-00000,ST SN PLOW PERM WAGES,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,"20,886.69"
44330,51120,00000,1100-40-44-443-4430-0000-00000-00000-51120-00000,ST SN PLOW PRMIUM PAY,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,53.72
44330,51130,00000,1100-40-44-443-4430-0000-00000-00000-51130-00000,ST SN PLOW WKR COMP W,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,162.97
44330,51140,00000,1100-40-44-443-4430-0000-00000-00000-51140-00000,ST SN PLOW COMP ABSNC,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,679.09
44330,51210,00000,1100-40-44-443-4430-0000-00000-00000-51210-00000,ST SN PLOW HRLY WAGES,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,69.11
44330,51310,00000,1100-40-44-443-4430-0000-00000-00000-51310-00000,ST SN PLOW OVRTM PERM,2016,11,"1,021",11/18/2016,PRJ,1,1623,11623,11623,PR1623,75.44
